Prev_Sem_Result,CGPA,Internship_Experience,Communication_Skills,Projects_Completed,Involvement,Placement,IQ
0.6500000000000004,9.43,,9,3.0,Medium,1,147.0
0.7799999999999994,9.1,No,4,2.0,Medium,1,139.0
2.74,6.84,No,5,0.0,Low,0,112.0
1.0099999999999998,8.81,Yes,3,1.0,High,0,128.0
3.54,6.41,Yes,1,3.0,High,0,67.0
0.9399999999999995,9.14,Yes,4,1.0,High,1,126.0
1.5600000000000005,8.13,Yes,2,0.0,Low,1,112.0
0.7799999999999994,9.66,Yes,8,5.0,Medium,1,142.0
3.24,7.24,No,2,4.0,High,0,105.0
0.23000000000000043,10.05,No,5,0.0,Medium,1,110.0
4.12,5.51,No,8,0.0,Medium,0,108.0
2.59,7.73,No,7,1.0,Medium,0,126.0
1.1400000000000006,8.68,No,4,0.0,Low,0,136.0
1.8399999999999999,8.24,Yes,7,5.0,Medium,1,127.0
1.6400000000000006,8.19,No,3,,Medium,1,106.0
1.42,8.35,No,9,0.0,Medium,1,126.0
2.4400000000000004,7.36,,1,1.0,High,0,106.0
0.4399999999999995,9.85,No,6,1.0,Medium,1,136.0
3.2,7.3,No,7,5.0,Low,0,125.0
,5.38,Yes,8,4.0,Medium,0,120.0
0.5899999999999999,8.93,No,3,4.0,Medium,0,123.0
3.1799999999999997,7.23,No,5,4.0,Low,1,131.0
3.4000000000000004,7.04,,5,2.0,Low,0,110.0
0.2599999999999998,9.57,No,4,4.0,Low,0,130.0
1.0399999999999991,9.16,No,6,0.0,Low,0,127.0
0.0600000000000005,10.07,No,10,1.0,High,0,129.0
1.3800000000000008,9.04,Yes,10,0.0,Medium,0,142.0
2.0199999999999996,8.03,No,4,,Medium,1,121.0
1.6500000000000004,8.7,Yes,7,4.0,Low,0,138.0
3.42,6.98,Yes,6,5.0,Medium,1,119.0
3.54,6.72,No,2,2.0,Low,0,91.0
,9.05,Yes,1,5.0,Low,0,118.0
0.05000000000000071,9.49,No,8,2.0,Low,1,139.0
4.57,4.93,Yes,3,3.0,Low,0,91.0
,5.86,No,3,3.0,Medium,0,99.0
2.8600000000000003,7.41,Yes,9,3.0,High,1,130.0
2.38,7.58,No,8,4.0,High,0,144.0
0.15000000000000036,9.49,Yes,1,,High,1,114.0
4.39,5.64,No,3,4.0,Low,1,107.0
2.4800000000000004,7.36,No,8,1.0,Low,0,127.0
2.2,7.6,No,8,,Low,1,110.0
4.73,5.12,Yes,10,1.0,Low,0,119.0
3.45,6.17,No,5,3.0,Low,0,114.0
3.74,6.19,No,10,3.0,Low,0,154.0
1.2699999999999996,8.27,Yes,7,0.0,Medium,0,122.0
3.84,6.15,No,3,3.0,Low,1,110.0
2.3099999999999996,7.57,Yes,3,,Low,0,112.0
2.4000000000000004,7.16,No,2,4.0,High,0,92.0
0.08000000000000007,10.09,Yes,2,4.0,High,0,134.0
2.3099999999999996,7.88,No,9,2.0,High,1,135.0
,7.66,Yes,9,5.0,Medium,0,143.0
,7.83,Yes,2,4.0,Medium,0,103.0
2.51,7.57,No,3,4.0,Low,0,131.0
0.8599999999999994,9.47,No,4,0.0,High,1,104.0
0.02999999999999936,9.98,Yes,8,5.0,Medium,1,153.0
4.04,5.62,Yes,9,2.0,Low,0,143.0
3.9800000000000004,5.75,No,10,3.0,High,0,109.0
4.09,5.5,Yes,8,0.0,High,0,100.0
2.0199999999999996,8.45,No,6,0.0,High,0,119.0
3.54,6.63,No,6,4.0,Low,0,116.0
1.8200000000000003,8.4,No,6,1.0,Medium,0,108.0
1.0099999999999998,9.36,No,1,0.0,High,1,109.0
3.51,6.73,No,7,,Low,1,111.0
1.9100000000000001,7.68,Yes,5,2.0,Low,1,126.0
3.88,6.02,No,7,2.0,High,1,100.0
1.8800000000000008,7.97,No,3,,High,0,127.0
1.1899999999999995,9.26,No,9,5.0,High,0,133.0
0.009999999999999787,10.14,Yes,1,3.0,Low,1,123.0
4.53,5.32,No,9,2.0,Low,1,127.0
1.2699999999999996,8.63,No,4,3.0,Low,1,114.0
,10.37,No,5,1.0,Low,1,139.0
2.79,7.45,Yes,10,4.0,Low,1,152.0
1.1099999999999994,8.51,Yes,2,2.0,Medium,1,97.0
3.71,6.51,No,7,4.0,High,1,117.0
1.1400000000000006,8.86,Yes,9,0.0,Low,0,141.0
2.91,7.11,No,5,1.0,Medium,0,120.0
4.44,5.74,Yes,4,5.0,Low,1,98.0
0.4499999999999993,10.0,No,8,5.0,Low,1,138.0
3.96,5.76,No,2,4.0,Low,0,108.0
0.40000000000000036,9.13,No,9,2.0,Medium,1,143.0
0.7400000000000002,9.06,No,7,3.0,Medium,0,137.0
0.9199999999999999,9.41,Yes,2,4.0,High,1,121.0
1.7599999999999998,8.02,No,4,2.0,High,0,105.0
4.97,4.61,No,10,5.0,High,1,117.0
2.67,6.9,No,3,0.0,Low,1,110.0
0.5399999999999991,9.07,Yes,9,0.0,Medium,1,129.0
4.09,5.8,No,7,2.0,Low,0,134.0
4.32,6.1,No,3,1.0,Low,0,108.0
0.9499999999999993,8.97,No,9,4.0,Low,0,134.0
2.4299999999999997,7.82,No,4,2.0,High,1,117.0
0.8200000000000003,9.61,Yes,3,3.0,Low,0,119.0
1.6500000000000004,8.24,No,9,0.0,High,1,134.0
4.34,5.49,No,6,0.0,Medium,0,115.0
2.6500000000000004,7.67,,5,4.0,Medium,1,112.0
,4.7,No,7,2.0,Medium,0,114.0
2.66,7.7,No,1,0.0,High,0,101.0
4.39,5.97,No,2,3.0,Low,0,110.0
2.88,6.71,No,2,5.0,High,0,121.0
0.8499999999999996,8.67,Yes,4,4.0,Low,0,125.0
4.31,5.99,Yes,5,1.0,Low,1,101.0
3.75,5.78,No,4,2.0,Low,1,97.0
0.5399999999999991,9.81,No,8,1.0,Low,0,135.0
4.37,5.92,No,4,3.0,Low,1,108.0
4.88,5.5,Yes,5,0.0,Medium,1,103.0
4.07,5.44,No,2,0.0,Low,0,97.0
0.9199999999999999,8.64,No,8,0.0,Low,0,142.0
1.0700000000000003,8.69,Yes,3,0.0,Medium,0,114.0
4.47,5.93,Yes,8,0.0,Low,0,131.0
1.7899999999999991,8.29,No,8,4.0,Low,1,136.0
4.32,5.79,No,6,4.0,Medium,1,139.0
0.9700000000000006,9.5,Yes,6,5.0,Low,0,148.0
2.25,7.64,Yes,4,,Low,1,106.0
1.4499999999999993,8.32,Yes,3,5.0,Medium,1,109.0
2.38,7.9,No,9,5.0,Low,1,145.0
2.91,6.82,Yes,2,,Medium,0,100.0
0.16999999999999993,9.64,No,3,2.0,Low,1,135.0
3.83,6.09,No,6,2.0,Low,1,119.0
4.69,5.07,No,2,0.0,Low,0,91.0
4.76,5.47,No,7,2.0,Medium,0,101.0
4.2,5.85,No,8,2.0,Medium,1,100.0
3.7300000000000004,6.17,Yes,6,2.0,Low,0,110.0
0.7599999999999998,9.14,No,6,1.0,Low,0,141.0
3.71,6.6,No,7,1.0,Medium,1,117.0
2.6799999999999997,7.09,No,7,4.0,High,0,107.0
,7.36,Yes,5,2.0,Low,1,121.0
3.8899999999999997,5.68,No,7,3.0,Low,1,120.0
2.04,8.28,,4,4.0,Low,1,116.0
3.71,6.09,Yes,7,2.0,High,1,111.0
,7.8,,3,2.0,Medium,0,112.0
1.5099999999999998,8.73,No,7,1.0,Low,1,122.0
4.59,5.24,No,7,3.0,High,1,109.0
2.0,7.97,Yes,6,0.0,Low,0,129.0
2.4000000000000004,7.6,Yes,3,4.0,Low,0,128.0
3.7699999999999996,5.88,Yes,7,2.0,Medium,1,123.0
2.01,7.97,No,7,5.0,Low,0,121.0
4.69,5.66,No,7,4.0,Low,1,109.0
1.9499999999999993,8.33,No,2,0.0,High,0,110.0
3.8200000000000003,6.53,Yes,9,1.0,Low,1,130.0
1.7899999999999991,8.55,Yes,2,3.0,High,1,116.0
1.3599999999999994,8.9,No,5,3.0,Low,1,169.0
4.64,5.01,No,9,4.0,Low,1,126.0
0.7400000000000002,9.24,Yes,2,4.0,High,1,128.0
4.07,6.25,No,5,1.0,High,0,112.0
2.9000000000000004,7.39,No,4,1.0,Medium,0,117.0
,9.94,No,5,4.0,Low,1,136.0
1.7799999999999994,8.35,No,1,4.0,Low,0,124.0
1.0399999999999991,9.13,No,8,5.0,Low,0,138.0
3.74,6.44,No,9,5.0,High,1,121.0
4.04,6.08,No,2,2.0,High,1,88.0
3.75,6.11,Yes,4,3.0,Low,1,110.0
3.74,6.38,No,2,3.0,Low,0,128.0
1.92,7.63,No,5,1.0,Low,0,101.0
2.0199999999999996,8.22,No,7,4.0,Medium,0,137.0
1.2699999999999996,8.41,Yes,5,1.0,High,0,100.0
1.0299999999999994,9.27,No,3,,Medium,1,116.0
3.66,6.08,No,10,1.0,High,1,128.0
1.8800000000000008,7.87,Yes,5,2.0,Low,0,123.0
0.7100000000000009,9.43,Yes,2,0.0,Medium,1,105.0
2.29,7.71,No,7,2.0,Low,1,121.0
0.33000000000000007,9.9,No,5,2.0,Low,1,143.0
2.51,7.69,Yes,8,3.0,Medium,0,121.0
3.8600000000000003,6.22,Yes,2,3.0,High,1,98.0
1.9100000000000001,8.4,,7,,High,1,125.0
2.0199999999999996,7.94,Yes,6,2.0,Medium,1,116.0
4.31,6.09,No,4,0.0,Low,1,126.0
1.0399999999999991,8.9,Yes,4,3.0,High,1,126.0
0.019999999999999574,10.17,Yes,8,5.0,High,1,124.0
2.01,7.59,No,6,3.0,Low,1,128.0
0.15000000000000036,10.22,No,2,4.0,Low,1,125.0
4.74,5.01,Yes,9,3.0,Low,1,127.0
0.9700000000000006,9.32,No,10,4.0,Medium,0,139.0
1.1099999999999994,9.08,No,4,0.0,Low,1,123.0
4.12,5.78,No,10,2.0,Low,1,130.0
3.2,6.7,No,8,2.0,Low,0,133.0
4.24,5.62,No,9,0.0,Low,1,106.0
2.0700000000000003,8.29,No,10,4.0,High,0,133.0
2.5,7.35,Yes,7,3.0,High,0,114.0
3.3,6.82,No,3,1.0,Low,0,101.0
1.1999999999999993,8.59,No,7,3.0,High,0,145.0
0.34999999999999964,9.67,Yes,6,1.0,Low,1,140.0
3.8499999999999996,5.77,No,2,0.0,Low,0,83.0
4.25,5.99,No,5,4.0,Medium,0,119.0
2.54,7.78,No,6,,Medium,1,147.0
1.2400000000000002,8.56,No,6,2.0,Low,0,141.0
1.2699999999999996,9.17,Yes,5,4.0,High,1,111.0
3.3600000000000003,6.65,Yes,7,2.0,Low,0,116.0
1.9399999999999995,7.97,No,7,1.0,Medium,1,137.0
2.2800000000000002,8.11,Yes,9,2.0,Low,0,130.0
0.16000000000000014,10.2,Yes,1,0.0,Medium,0,122.0
4.36,5.79,No,8,1.0,High,1,117.0
1.8599999999999994,8.61,No,5,0.0,High,1,107.0
3.6500000000000004,6.09,Yes,8,2.0,Low,0,120.0
2.4299999999999997,7.27,Yes,10,4.0,Low,1,106.0
2.5599999999999996,7.04,Yes,6,1.0,High,1,100.0
3.7300000000000004,6.72,Yes,10,2.0,Low,0,129.0
2.84,6.85,No,5,4.0,Low,1,107.0
1.1799999999999997,8.84,Yes,1,5.0,Low,0,137.0
4.77,5.45,Yes,8,5.0,Medium,1,103.0
4.07,5.95,No,7,1.0,Medium,1,107.0
4.49,5.21,Yes,4,0.0,Low,0,100.0
3.0599999999999996,7.04,,8,2.0,Medium,1,137.0
2.5300000000000002,7.27,Yes,1,5.0,Low,0,96.0
3.2699999999999996,6.82,Yes,3,,Low,1,124.0
4.55,5.79,No,5,1.0,Low,0,108.0
3.1900000000000004,6.35,No,4,1.0,Low,1,98.0
3.34,6.94,No,7,0.0,High,0,116.0
0.5299999999999994,9.28,No,4,2.0,Medium,1,126.0
0.8599999999999994,8.97,Yes,2,4.0,Medium,0,113.0
2.38,7.25,Yes,3,5.0,Low,0,118.0
0.8000000000000007,9.0,No,9,0.0,High,0,128.0
2.29,7.56,Yes,8,3.0,Low,1,133.0
3.13,7.12,No,4,1.0,High,0,111.0
3.2800000000000002,6.52,No,10,3.0,Medium,1,143.0
1.8800000000000008,7.84,No,10,3.0,Low,0,128.0
0.9900000000000002,8.69,Yes,1,5.0,Medium,1,137.0
2.3099999999999996,8.1,No,8,2.0,Low,1,114.0
1.75,8.1,Yes,6,2.0,Low,1,126.0
4.2,6.03,Yes,6,2.0,Low,1,120.0
4.73,4.92,Yes,3,4.0,High,1,95.0
1.58,8.7,Yes,6,5.0,High,1,122.0
1.0999999999999996,9.24,Yes,3,4.0,Low,1,126.0
3.0599999999999996,6.74,Yes,3,0.0,High,1,93.0
4.04,6.27,Yes,2,1.0,Low,0,95.0
2.7800000000000002,7.57,Yes,6,2.0,Low,0,132.0
0.14000000000000057,10.24,Yes,9,4.0,Low,1,158.0
1.8699999999999992,7.77,Yes,5,3.0,Low,0,117.0
3.38,6.74,No,8,0.0,Low,0,131.0
2.3200000000000003,7.55,Yes,8,4.0,Low,0,137.0
1.4399999999999995,8.84,No,2,3.0,Low,1,129.0
0.05000000000000071,9.61,Yes,4,4.0,Medium,1,136.0
0.11999999999999922,9.84,No,8,0.0,Low,0,134.0
2.04,7.64,Yes,4,3.0,Medium,1,110.0
3.3899999999999997,6.76,No,4,0.0,Low,0,116.0
4.54,5.58,Yes,5,0.0,Medium,0,107.0
4.11,5.89,Yes,6,2.0,Low,1,113.0
0.6500000000000004,9.08,Yes,10,0.0,High,0,136.0
3.6399999999999997,5.97,Yes,1,4.0,Medium,0,109.0
0.03999999999999915,9.89,Yes,5,,Medium,0,129.0
4.08,5.73,No,8,2.0,Low,0,124.0
1.1300000000000008,9.0,No,10,5.0,Low,1,149.0
3.3099999999999996,6.76,No,5,2.0,Low,1,113.0
2.75,7.47,Yes,9,2.0,Medium,0,140.0
3.8499999999999996,6.45,Yes,4,0.0,Medium,1,111.0
4.27,5.25,Yes,8,2.0,Low,1,123.0
4.43,5.33,No,9,5.0,Low,0,137.0
3.59,6.61,Yes,1,3.0,High,1,95.0
0.5399999999999991,9.0,Yes,7,,Low,1,146.0
3.9699999999999998,5.59,No,6,3.0,Low,0,110.0
4.47,5.75,No,3,2.0,Medium,0,102.0
4.32,5.18,Yes,6,0.0,High,0,96.0
1.8699999999999992,8.38,Yes,5,0.0,Medium,1,120.0
2.8600000000000003,7.31,No,4,0.0,Medium,0,114.0
0.34999999999999964,9.72,Yes,7,0.0,High,1,122.0
0.6699999999999999,9.34,Yes,9,0.0,Medium,1,159.0
1.6899999999999995,8.76,,7,0.0,High,0,113.0
2.9800000000000004,6.72,No,7,2.0,Low,0,109.0
4.77,5.72,No,4,2.0,Medium,0,113.0
4.32,6.1,No,1,1.0,High,1,96.0
0.9600000000000009,8.76,No,3,2.0,Low,1,128.0
3.8200000000000003,5.92,Yes,1,0.0,High,1,92.0
,8.98,No,1,3.0,High,0,110.0
1.3800000000000008,8.18,No,5,3.0,Medium,1,113.0
1.5500000000000007,8.36,No,1,0.0,Low,0,110.0
3.09,7.06,No,1,4.0,Medium,0,97.0
4.2,5.7,No,6,4.0,Medium,0,121.0
3.87,6.59,Yes,4,1.0,High,1,100.0
1.2300000000000004,9.26,No,5,0.0,Low,1,120.0
4.69,5.15,No,1,4.0,High,0,84.0
4.37,5.77,No,5,0.0,Low,0,110.0
4.86,5.62,Yes,4,0.0,Low,1,96.0
,5.13,No,2,5.0,High,1,84.0
4.76,5.45,Yes,1,1.0,High,0,87.0
0.09999999999999964,9.8,No,10,3.0,High,1,147.0
1.2300000000000004,8.37,Yes,7,2.0,Medium,0,123.0
4.98,4.7,No,7,5.0,Low,1,109.0
4.04,5.89,No,10,0.0,Low,1,125.0
1.5299999999999994,8.49,No,2,4.0,Low,1,106.0
2.7300000000000004,7.48,Yes,6,1.0,Low,0,108.0
1.0099999999999998,9.03,No,8,1.0,High,0,123.0
2.7199999999999998,7.54,No,3,1.0,High,0,102.0
4.41,5.93,No,2,0.0,Medium,0,96.0
3.3099999999999996,6.89,No,10,5.0,Low,1,152.0
3.63,6.78,No,2,1.0,Low,1,113.0
3.7800000000000002,6.06,No,1,5.0,Medium,0,97.0
1.3900000000000006,9.09,Yes,4,4.0,High,0,122.0
2.2,8.04,No,10,3.0,Low,1,131.0
3.4000000000000004,6.92,Yes,1,0.0,Low,1,100.0
4.87,5.38,Yes,3,5.0,Low,1,102.0
2.2800000000000002,7.78,No,9,0.0,Low,0,135.0
0.39000000000000057,9.22,No,3,1.0,Medium,0,111.0
2.2199999999999998,7.66,No,2,5.0,Low,1,122.0
0.02999999999999936,10.28,Yes,10,4.0,Low,1,173.0
0.05000000000000071,9.74,Yes,6,1.0,High,0,127.0
0.40000000000000036,9.92,Yes,10,5.0,Low,1,161.0
1.5899999999999999,8.19,No,1,,High,1,107.0
1.8000000000000007,7.98,No,2,0.0,Medium,1,102.0
3.79,6.47,No,6,2.0,High,0,111.0
2.9800000000000004,7.23,Yes,10,2.0,Low,1,135.0
2.6100000000000003,7.3,No,2,0.0,Low,0,107.0
1.7100000000000009,7.9,Yes,9,0.0,Low,0,125.0
2.75,7.03,Yes,10,4.0,Low,0,137.0
3.8499999999999996,6.47,Yes,5,2.0,High,1,110.0
4.43,5.95,No,4,4.0,High,1,117.0
,8.5,No,10,1.0,Low,0,151.0
1.0299999999999994,9.07,No,7,2.0,High,1,150.0
4.31,6.19,No,1,5.0,Low,0,96.0
1.17,9.31,No,7,1.0,High,0,137.0
0.11999999999999922,10.35,,7,5.0,High,0,144.0
1.2400000000000002,8.46,No,10,0.0,Low,0,161.0
2.83,6.9,Yes,9,,Low,1,118.0
1.7699999999999996,8.41,Yes,8,5.0,Low,1,132.0
3.91,6.31,Yes,5,4.0,High,0,102.0
1.8000000000000007,8.62,Yes,6,1.0,Low,0,108.0
1.7100000000000009,8.23,No,9,3.0,Low,1,134.0
4.76,4.76,No,2,3.0,High,1,79.0
1.8399999999999999,8.14,No,10,2.0,High,1,134.0
1.17,9.23,No,4,1.0,Medium,0,126.0
3.1500000000000004,6.43,No,3,2.0,Medium,0,121.0
2.2699999999999996,7.84,Yes,5,5.0,Medium,0,133.0
2.0,8.16,No,8,2.0,High,1,120.0
1.3399999999999999,8.72,No,10,1.0,Low,1,134.0
2.3099999999999996,7.38,No,7,2.0,Low,1,131.0
1.8499999999999996,8.38,Yes,8,5.0,Medium,0,123.0
0.33000000000000007,9.99,No,6,0.0,Low,0,155.0
0.3100000000000005,10.03,Yes,7,5.0,High,1,152.0
1.9399999999999995,7.97,No,9,1.0,High,1,122.0
0.8300000000000001,8.91,No,1,0.0,Low,1,96.0
3.46,6.31,No,2,4.0,High,0,111.0
4.8,5.23,,8,2.0,Medium,0,110.0
3.01,7.31,No,1,2.0,Low,1,118.0
3.0300000000000002,7.28,Yes,5,4.0,High,1,98.0
4.52,5.56,Yes,1,0.0,High,0,77.0
2.4000000000000004,7.81,No,10,2.0,Low,1,138.0
4.3,5.31,No,6,4.0,High,1,105.0
2.04,7.57,Yes,4,1.0,Medium,0,107.0
,6.64,Yes,6,3.0,Low,0,126.0
3.8099999999999996,5.76,No,6,3.0,Medium,1,99.0
2.45,7.29,No,10,5.0,Medium,0,134.0
,5.91,No,6,4.0,Low,0,118.0
4.91,4.77,Yes,3,3.0,Medium,1,99.0
3.2199999999999998,6.72,No,1,2.0,Low,1,109.0
0.8399999999999999,9.15,No,9,1.0,High,1,123.0
4.7,5.6,Yes,1,,High,1,75.0
4.59,5.04,Yes,2,0.0,Low,0,104.0
1.5099999999999998,8.48,Yes,10,1.0,Medium,1,140.0
4.12,5.58,Yes,3,5.0,Low,0,99.0
0.9100000000000001,8.66,No,9,5.0,High,1,153.0
0.6699999999999999,8.96,No,10,4.0,Low,1,150.0
4.43,5.87,Yes,9,4.0,Low,1,138.0
4.25,6.02,Yes,1,2.0,Low,0,98.0
3.3499999999999996,6.88,No,8,0.0,Medium,0,139.0
3.45,6.95,Yes,10,0.0,Low,0,147.0
0.8599999999999994,8.97,Yes,10,5.0,Low,0,148.0
1.83,7.86,No,8,2.0,Medium,1,138.0
1.8599999999999994,8.49,No,4,4.0,High,1,125.0
3.5700000000000003,6.17,No,3,0.0,Medium,0,111.0
,7.83,Yes,9,5.0,Low,1,131.0
2.1900000000000004,7.48,No,9,2.0,Low,1,140.0
4.68,5.54,No,3,5.0,Medium,1,112.0
2.3600000000000003,7.84,No,6,1.0,High,0,98.0
4.68,5.26,No,5,5.0,High,1,91.0
1.2300000000000004,8.36,No,9,5.0,High,1,115.0
1.6300000000000008,8.62,No,2,1.0,Low,1,113.0
4.84,5.11,Yes,5,0.0,Low,0,109.0
3.5199999999999996,6.74,Yes,5,3.0,Low,0,132.0
1.9900000000000002,8.36,No,5,3.0,Medium,0,124.0
0.41999999999999993,9.27,No,3,4.0,High,0,137.0
2.0700000000000003,7.65,No,3,1.0,Medium,0,95.0
1.8399999999999999,8.36,Yes,3,2.0,Medium,0,98.0
1.5399999999999991,8.23,Yes,9,1.0,High,1,128.0
3.79,5.81,No,9,4.0,High,0,121.0
3.8600000000000003,5.89,No,4,4.0,Low,0,109.0
4.77,5.47,Yes,4,4.0,Low,1,86.0
0.7799999999999994,9.25,No,10,1.0,High,1,137.0
4.78,5.29,No,6,3.0,High,0,90.0
2.04,8.33,Yes,5,3.0,Low,1,134.0
1.3000000000000007,8.77,Yes,2,5.0,Medium,0,123.0
4.43,5.7,No,10,4.0,Medium,0,115.0
1.7100000000000009,8.3,No,8,4.0,Medium,0,129.0
0.02999999999999936,9.62,No,7,4.0,Low,0,133.0
3.8200000000000003,6.14,No,10,0.0,Low,0,124.0
0.5199999999999996,9.07,,9,1.0,High,0,143.0
1.7200000000000006,8.69,Yes,4,2.0,Low,1,115.0
1.4100000000000001,8.8,No,5,4.0,Medium,0,133.0
2.41,7.76,,3,0.0,High,1,99.0
3.2,6.74,No,4,4.0,Medium,0,103.0
0.9299999999999997,9.39,No,10,5.0,Low,1,152.0
1.9000000000000004,7.7,No,6,,Low,0,116.0
0.3699999999999992,9.97,Yes,5,5.0,Medium,1,131.0
0.5299999999999994,9.44,No,9,4.0,Medium,1,133.0
0.6199999999999992,9.11,No,10,2.0,High,0,158.0
,6.67,Yes,10,2.0,Medium,1,127.0
2.42,7.42,No,9,5.0,Low,1,131.0
3.88,5.91,No,4,0.0,High,1,97.0
1.1899999999999995,8.86,Yes,5,3.0,High,1,121.0
4.56,4.96,Yes,3,4.0,Low,0,98.0
1.0399999999999991,9.04,No,4,3.0,High,1,127.0
0.8399999999999999,8.8,No,8,4.0,Medium,1,145.0
4.04,5.7,No,1,1.0,High,0,81.0
4.77,5.18,No,5,,Medium,1,95.0
1.58,8.03,No,3,2.0,Medium,1,110.0
0.1999999999999993,9.46,No,7,1.0,Low,1,115.0
1.6999999999999993,8.76,No,3,0.0,High,0,95.0
1.5500000000000007,8.85,,6,1.0,High,1,136.0
3.25,6.84,Yes,9,4.0,High,0,140.0
2.99,6.51,No,9,4.0,High,1,119.0
2.7800000000000002,7.66,No,4,1.0,High,1,114.0
,7.35,,10,5.0,Medium,0,139.0
4.42,5.92,No,9,0.0,Medium,1,146.0
3.7,6.61,Yes,9,3.0,Medium,1,136.0
1.75,8.49,No,8,1.0,Low,1,133.0
4.53,5.75,Yes,6,1.0,Low,1,101.0
4.0,5.7,Yes,8,3.0,High,1,96.0
2.4299999999999997,7.89,Yes,7,2.0,Low,0,131.0
2.21,7.39,Yes,6,5.0,Low,0,120.0
0.2400000000000002,9.57,Yes,5,0.0,High,1,108.0
2.55,7.1,Yes,2,1.0,Low,1,100.0
2.25,7.82,No,9,4.0,High,0,120.0
3.29,6.27,No,3,3.0,Medium,0,120.0
3.2699999999999996,6.68,Yes,8,2.0,Low,0,133.0
0.7200000000000006,9.19,,1,2.0,Medium,0,114.0
4.08,6.22,No,9,3.0,Low,1,141.0
